Project,Plate_ID,Plate_Row,Plate_Col,Sample,Raw_value
HTS_Cell_Screen_FP,214,12,11,TN214-12-11,5.79936287975409
HTS_Cell_Screen_FP,214,12,12,TN214-12-12,9.07530913466604
HTS_Cell_Screen_FP,214,12,13,TN214-12-13,7.81338376996517
HTS_Cell_Screen_FP,214,12,14,TN214-12-14,8.50273386426589
HTS_Cell_Screen_FP,214,12,15,TN214-12-15,16.963948495638
HTS_Cell_Screen_FP,214,12,16,TN214-12-16,3.32559289829946
HTS_Cell_Screen_FP,214,12,17,TN214-12-17,16.8290886011337
HTS_Cell_Screen_FP,214,12,18,TN214-12-18,13.4511224221985
HTS_Cell_Screen_FP,214,12,19,TN214-12-19,4.84168235141122
HTS_Cell_Screen_FP,214,12,20,TN214-12-20,5.7118990260391
HTS_Cell_Screen_FP,214,12,21,TN214-12-21,13.9987018761632
HTS_Cell_Screen_FP,214,12,22,TN214-12-22,15.9832752625605
HTS_Cell_Screen_FP,214,12,23,TN214-12-23,7.90634767538147
HTS_Cell_Screen_FP,214,12,24,ctrl,8.68072431340411
HTS_Cell_Screen_FP,214,13,1,ctrl,92.401042362946
HTS_Cell_Screen_FP,214,13,2,TN214-13-02,9.85906611669245
HTS_Cell_Screen_FP,214,13,3,TN214-13-03,4.01697772748851
HTS_Cell_Screen_FP,214,13,4,TN214-13-04,4.35171115147478
HTS_Cell_Screen_FP,214,13,5,TN214-13-05,1.87259589440822
HTS_Cell_Screen_FP,214,13,6,TN214-13-06,6.98834990401048
HTS_Cell_Screen_FP,214,13,7,TN214-13-07,10.7584009750659
HTS_Cell_Screen_FP,214,13,8,TN214-13-08,3.32725342581362
HTS_Cell_Screen_FP,214,13,9,TN214-13-09,11.8628541643933
HTS_Cell_Screen_FP,214,13,10,TN214-13-10,9.13106325202261
HTS_Cell_Screen_FP,214,13,11,TN214-13-11,7.84178736010204
HTS_Cell_Screen_FP,214,13,12,TN214-13-12,3.4169507247509
HTS_Cell_Screen_FP,214,13,13,TN214-13-13,8.18677892648176
HTS_Cell_Screen_FP,214,13,14,TN214-13-14,3.68696179433581
HTS_Cell_Screen_FP,214,13,15,TN214-13-15,21.5782244090697
HTS_Cell_Screen_FP,214,13,16,TN214-13-16,22.2760156275065
